"jc_mean","lack_control","woj","weights"
3.5,5,"łódzkie",0.830701482421587
4,3,"łódzkie",0.862348513818421
4.83333333333333,4,"łódzkie",0.683319100457917
3.66666666666667,3,"łódzkie",1.20397870451196
3.66666666666667,4,"łódzkie",0.812169110424841
3.16666666666667,2,"łódzkie",0.719278831349064
3.66666666666667,3,"łódzkie",0.823079417838792
4,1,"łódzkie",0.772222912806998
999,3,"łódzkie",0.599997240035417
3,2,"łódzkie",0.812169110424841
3.5,7,"łódzkie",1.83916426375789
3.83333333333333,3,"łódzkie",0.823079417838792
4.16666666666667,3,"łódzkie",1.13735544981624
3.6,7,"łódzkie",0.599997240035417
4,5,"łódzkie",0.535215263187297
3,3,"łódzkie",0.865404090999143
3.5,5,"łódzkie",0.515026590203461
3.83333333333333,5,"łódzkie",0.722061272237389
4.16666666666667,6,"łódzkie",0.535215263187297
3,5,"łódzkie",0.840341670908455
3.33333333333333,4,"łódzkie",0.64161796644734
3.5,3,"łódzkie",0.865692083624618
2.33333333333333,2,"łódzkie",0.812169110424841
3.83333333333333,6,"łódzkie",0.853308879794068
2.83333333333333,5,"łódzkie",0.74146093651672
2.66666666666667,5,"łódzkie",1.51857984131252
2,1,"łódzkie",0.537933773443721
4,6,"łódzkie",2.02188647295588
4.33333333333333,5,"łódzkie",0.742370816869011
3.5,3,"łódzkie",0.730330386403019
4.5,3,"łódzkie",0.726831377867854
4.5,2,"łódzkie",0.921667316630872
4.83333333333333,4,"łódzkie",0.747626895787533
3.33333333333333,3,"łódzkie",1.00243308800544
4.16666666666667,1,"łódzkie",0.779976819880115
2.16666666666667,7,"łódzkie",0.597049027301118
5,6,"łódzkie",0.859336864231287
1.33333333333333,3,"łódzkie",0.711199480536324
4,7,"łódzkie",0.852031059542364
3.33333333333333,3,"łódzkie",0.646365284330518
3.5,3,"łódzkie",0.77530125616777
3.83333333333333,2,"łódzkie",1.47126279975462
1,3,"łódzkie",0.680615544805053
1.66666666666667,3,"łódzkie",0.597049027301118
2.75,1,"łódzkie",0.779976819880115
2,4,"łódzkie",1.12900589510908
1,5,"łódzkie",1.00243308800544
3.83333333333333,6,"łódzkie",0.869143026913016
3,3,"łódzkie",0.711199480536324
3.83333333333333,3,"łódzkie",0.852031059542364
3.5,5,"łódzkie",1.8527722015901
4.16666666666667,5,"łódzkie",2.77282754364424
4.83333333333333,5,"warmińsko-mazurskie",0.744070013470114
5,3,"warmińsko-mazurskie",0.893809684221362
4.66666666666667,7,"warmińsko-mazurskie",0.71558933500802
3,5,"warmińsko-mazurskie",0.883757974610873
3.66666666666667,3,"warmińsko-mazurskie",1.67745717009902
1.5,6,"warmińsko-mazurskie",0.901458850448414
1.16666666666667,6,"warmińsko-mazurskie",0.648996365477471
1,4,"warmińsko-mazurskie",0.865909289609727
1,3,"warmińsko-mazurskie",1.20895012633919
1.83333333333333,5,"warmińsko-mazurskie",0.711831377272789
3.83333333333333,5,"warmińsko-mazurskie",1.16109060918488
1.66666666666667,5,"warmińsko-mazurskie",0.834131582527298
2.83333333333333,7,"warmińsko-mazurskie",1.17429665198199
2,4,"warmińsko-mazurskie",1.05394364309048
3,7,"warmińsko-mazurskie",0.537425253141192
2.5,5,"warmińsko-mazurskie",2.01517326865677
3.33333333333333,4,"warmińsko-mazurskie",0.826478045213222
3.16666666666667,5,"warmińsko-mazurskie",0.775411545487815
3.16666666666667,4,"warmińsko-mazurskie",0.72224884939725
1.83333333333333,6,"warmińsko-mazurskie",1.07144236442777
2.83333333333333,6,"warmińsko-mazurskie",1.10860860779888
5,5,"warmińsko-mazurskie",1.54050131340803
3,7,"warmińsko-mazurskie",1.06786698874183
3.5,5,"warmińsko-mazurskie",0.775153586785138
3.83333333333333,1,"warmińsko-mazurskie",1.54050131340803
4.66666666666667,6,"warmińsko-mazurskie",1.10860860779888
4.66666666666667,6,"warmińsko-mazurskie",0.72224884939725
3.5,7,"warmińsko-mazurskie",0.775411545487815
3.5,5,"warmińsko-mazurskie",0.727470329259783
3.16666666666667,4,"warmińsko-mazurskie",1.04317188217671
3.33333333333333,5,"warmińsko-mazurskie",0.813956481831354
2.33333333333333,3,"warmińsko-mazurskie",0.834638891484596
3.5,6,"warmińsko-mazurskie",2.19088249470598
3.33333333333333,4,"warmińsko-mazurskie",0.669659036598336
4.33333333333333,5,"warmińsko-mazurskie",0.531965180651386
4.66666666666667,7,"warmińsko-mazurskie",0.540154988563954
4.5,6,"warmińsko-mazurskie",0.729832581596047
3.83333333333333,6,"warmińsko-mazurskie",0.825549282398483
4.16666666666667,7,"warmińsko-mazurskie",0.733346038100548
3.83333333333333,6,"wielkopolskie",0.919438014441027
4,5,"wielkopolskie",0.744479887295666
3.66666666666667,6,"wielkopolskie",0.957336744373355
3,5,"wielkopolskie",0.563681096857704
3.66666666666667,5,"wielkopolskie",0.867808051586905
4,7,"wielkopolskie",0.829494294928038
3.33333333333333,5,"wielkopolskie",0.90086872288237
3.66666666666667,4,"wielkopolskie",0.937853529323483
3.16666666666667,5,"wielkopolskie",1.74518129860701
3.33333333333333,3,"wielkopolskie",0.919438014441027
3,4,"wielkopolskie",1.09649460415057
2.66666666666667,2,"wielkopolskie",0.563681096857704
2.16666666666667,2,"wielkopolskie",1.3268292542821
2.16666666666667,4,"wielkopolskie",0.774110418739132
4,4,"wielkopolskie",0.859845517325641
4,6,"wielkopolskie",1.18776466293805
2.5,6,"wielkopolskie",2.09653203944692
5,4,"wielkopolskie",0.559122771000933
3.5,4,"wielkopolskie",0.754314996477496
1.16666666666667,5,"wielkopolskie",0.918633363390478
2.33333333333333,3,"wielkopolskie",0.814817571253107
2.66666666666667,4,"wielkopolskie",0.711017931610332
3.16666666666667,2,"wielkopolskie",1.13286538887062
5,3,"wielkopolskie",0.800795031530291
4,5,"mazowieckie",0.904504032102965
2,3,"mazowieckie",0.894332054742779
2.5,4,"mazowieckie",0.81180191834461
1.5,2,"mazowieckie",0.946282435637331
3.66666666666667,5,"mazowieckie",1.57164268457408
3.33333333333333,6,"mazowieckie",1.44681213330641
4,7,"mazowieckie",1.04390705356346
3.5,3,"mazowieckie",0.879206624939666
4,5,"mazowieckie",0.778393774877925
2.5,3,"mazowieckie",0.977793577693666
3,4,"mazowieckie",2.5927133890588
4,6,"mazowieckie",1.00258120690607
999,5,"mazowieckie",2.11043743517789
3,6,"mazowieckie",0.910061696599583
4,3,"mazowieckie",0.844111887596773
3.5,5,"świętokrzyskie",0.566435092946393
3.83333333333333,4,"świętokrzyskie",0.540876754771255
4.16666666666667,4,"świętokrzyskie",0.543480566933256
4.5,6,"świętokrzyskie",0.611812116952835
3.33333333333333,4,"świętokrzyskie",0.552440539156248
1,6,"mazowieckie",0.757170622862682
2.33333333333333,4,"mazowieckie",1.19374954786781
2.16666666666667,4,"mazowieckie",1.22640028309092
4,3,"podkarpackie",0.915517905402209
3.33333333333333,7,"podkarpackie",0.807484825712671
3.33333333333333,6,"podkarpackie",0.762141462808366
2.5,4,"podkarpackie",1.71819807044139
3.66666666666667,5,"podkarpackie",1.23831225700579
5,6,"podkarpackie",0.554965706851347
4.33333333333333,6,"podkarpackie",0.793828203450699
5,5,"podkarpackie",0.886939885622762
5,3,"podkarpackie",0.70280513631361
5,2,"podkarpackie",0.82168698591246
4.6,6,"podkarpackie",0.807484825712671
5,3,"podkarpackie",0.816669017783485
4.66666666666667,2,"podkarpackie",0.854390383933335
3.33333333333333,6,"podkarpackie",1.71819807044139
5,4,"podkarpackie",1.0795410852756
4.33333333333333,4,"podkarpackie",1.30631440202366
4.5,3,"podkarpackie",1.79704175176289
4.83333333333333,7,"podkarpackie",0.840768906698536
5,7,"podkarpackie",1.41902284784022
4.66666666666667,6,"podkarpackie",0.793828203450699
5,7,"podkarpackie",1.71411064265713
5,6,"podkarpackie",1.90549605762733
5,6,"podkarpackie",0.816669017783485
4.33333333333333,7,"podkarpackie",0.807484825712671
4.16666666666667,5,"podkarpackie",1.12250715678086
5,3,"podkarpackie",1.79704175176289
5,4,"podkarpackie",1.23831225700579
4,5,"podkarpackie",0.495045805268763
4,3,"podkarpackie",0.886939885622762
999,4,"podkarpackie",0.82168698591246
2,3,"podkarpackie",0.599417231856062
1,3,"podkarpackie",0.905222066935967
3.2,5,"podkarpackie",0.915517905402209
999,5,"podkarpackie",2.18463854758711
4.5,5,"podkarpackie",0.793979972097485
4.83333333333333,7,"podkarpackie",0.659914821740088
4.66666666666667,4,"podkarpackie",0.770986020703836
4.16666666666667,5,"podkarpackie",0.835329529028709
4.66666666666667,5,"podkarpackie",0.949016734418581
5,5,"podkarpackie",0.793979972097485
4.83333333333333,4,"podkarpackie",0.659914821740088
4.16666666666667,4,"podkarpackie",0.864305479207361
4.16666666666667,6,"podkarpackie",0.745138617139023
4,6,"podkarpackie",1.24682826061954
5,7,"podkarpackie",0.55047785983064
5,2,"podkarpackie",0.742652108687586
5,4,"podkarpackie",0.793979972097485
4.5,4,"podkarpackie",1.24682826061954
4.16666666666667,6,"podkarpackie",0.685923244448012
4.5,6,"podkarpackie",0.54488517693913
4.16666666666667,7,"podkarpackie",1.10632892236265
4.66666666666667,6,"podkarpackie",0.845599642933129
4.25,4,"małopolskie",1.26879536967963
2.75,3,"małopolskie",1.01971448055524
4.16666666666667,6,"małopolskie",1.28686622728629
1,3,"małopolskie",1.49467377091716
4,2,"małopolskie",0.931157981602634
3,7,"podkarpackie",0.747558242199152
3.33333333333333,2,"podkarpackie",0.877642470669115
4,7,"podkarpackie",0.762604988226789
3.83333333333333,5,"podkarpackie",0.768946780579621
999,5,"podkarpackie",1.00314802917109
3,4,"lubelskie",0.944584972574324
999,4,"lubelskie",0.881516694117394
1,4,"lubelskie",0.950388911727485
999,4,"lubelskie",0.572585488380559
999,5,"lubelskie",1.04700820363076
4.6,5,"lubelskie",0.962944225674238
4.66666666666667,5,"lubelskie",1.82506699705013
5,5,"lubelskie",1.02949741943559
5,6,"lubelskie",2.38742167497845
5,2,"lubelskie",0.855664663976311
1,7,"lubelskie",0.964312785127738
4.16666666666667,2,"lubelskie",1.27961469338508
4.8,4,"lubelskie",1.44050003270866
5,4,"lubelskie",1.27348406700388
3.4,6,"lubelskie",0.793360314810904
4,5,"lubuskie",0.784551011260069
4,3,"lubuskie",0.754520846511726
4,4,"lubuskie",0.723469995165785
3.83333333333333,4,"lubuskie",0.831227623091972
5,5,"lubuskie",1.34472448376549
4,6,"lubuskie",2.3423733872519
4,4,"lubuskie",0.865490369144522
5,4,"lubuskie",0.509601833906942
4,5,"lubuskie",0.840681861613798
4,5,"lubuskie",0.834601158302099
4,5,"lubuskie",0.916254050431244
4,4,"lubuskie",0.793655629207858
4,2,"lubuskie",0.566663779208401
5,4,"lubuskie",1.20378429858215
4.16666666666667,4,"lubuskie",0.545288847443386
4.33333333333333,2,"lubuskie",2.84191181212786
4.5,4,"lubuskie",1.16892226348961
5,5,"lubuskie",0.871442437429072
4,5,"lubuskie",1.12973399720596
4.16666666666667,4,"lubuskie",0.817597673796906
5,4,"lubuskie",1.16892226348961
5,4,"lubuskie",1.12596410383671
3.75,6,"lubuskie",0.706091718321572
5,4,"lubuskie",0.805902431530603
3.83333333333333,3,"lubuskie",0.785028165900664
4,6,"lubuskie",0.83720244820943
4.33333333333333,1,"lubuskie",0.785991509576601
3,4,"opolskie",1.38434828179073
5,4,"opolskie",1.33135974901898
4,5,"opolskie",0.866744659053771
4,3,"opolskie",1.11637828358764
4.16666666666667,5,"opolskie",1.09383151750652
4.66666666666667,6,"opolskie",1.03689048603404
5,4,"opolskie",1.75003057162058
4.83333333333333,4,"opolskie",1.00716894741456
3.83333333333333,4,"opolskie",0.653276845371919
4.5,5,"opolskie",1.18778337952006
4.33333333333333,6,"opolskie",1.13229263009691
3.2,4,"opolskie",0.7610564418574
3.83333333333333,6,"opolskie",1.02674460249783
4,6,"opolskie",0.918953040166413
4.25,7,"opolskie",1.09770731316325
999,6,"opolskie",0.915886517443941
5,7,"opolskie",1.94598777214339
999,6,"opolskie",0.653276845371919
5,999,"opolskie",2.42479914947972
5,2,"opolskie",1.95587199645707
999,1,"opolskie",0.671987571671387
4,4,"opolskie",1.04284806177486
3,999,"opolskie",0.926375336698902
3.5,3,"dolnośląskie",0.908083553339148
3.5,6,"dolnośląskie",0.764550658863991
2.66666666666667,5,"dolnośląskie",0.819250580226164
3.5,6,"dolnośląskie",0.735286045200102
3,5,"dolnośląskie",0.496610688508433
3,6,"dolnośląskie",0.674094314225857
5,7,"dolnośląskie",1.8027223584631
1,5,"dolnośląskie",0.796337564074577
1,4,"dolnośląskie",0.945514258621561
1,2,"dolnośląskie",1.31044377650115
2.83333333333333,5,"dolnośląskie",0.824284410592812
3.16666666666667,6,"dolnośląskie",0.857091186925145
3.33333333333333,5,"dolnośląskie",0.908083553339148
3.5,6,"dolnośląskie",0.819250580226164
3.83333333333333,5,"dolnośląskie",0.747576242997639
4.33333333333333,2,"dolnośląskie",0.705026765033349
4.66666666666667,4,"dolnośląskie",0.496610688508433
999,2,"dolnośląskie",0.945514258621561
4,6,"dolnośląskie",0.674094314225857
999,4,"dolnośląskie",2.28265987912323
4.5,6,"dolnośląskie",0.892896227128554
3.16666666666667,7,"dolnośląskie",0.835173794326883
5,6,"dolnośląskie",1.58290385692886
999,3,"dolnośląskie",0.773423175183237
3,2,"dolnośląskie",0.893193368696756
2.5,5,"dolnośląskie",0.796489812475377
3.33333333333333,5,"dolnośląskie",0.744999697184291
2.5,4,"dolnośląskie",0.619057937774066
2.83333333333333,5,"dolnośląskie",0.773423175183237
3.83333333333333,5,"dolnośląskie",0.893193368696756
3.83333333333333,5,"dolnośląskie",0.849226984779937
4,4,"dolnośląskie",0.74749406570718
3.33333333333333,3,"dolnośląskie",0.975016779815875
2.6,5,"dolnośląskie",1.08310967900332
3.16666666666667,5,"dolnośląskie",0.531387942403441
3,5,"dolnośląskie",0.835173794326883
3.75,5,"dolnośląskie",0.552217968659946
4.66666666666667,4,"dolnośląskie",0.796489812475377
4.16666666666667,5,"dolnośląskie",0.773423175183237
