"jc_mean","lack_control","woj","weights"
3.5,6,"dolnośląskie",0.796754871532349
4,3,"dolnośląskie",1.97237823429985
3.83333333333333,3,"dolnośląskie",0.880416775547888
2.66666666666667,2,"dolnośląskie",0.857612459642132
3.16666666666667,1,"dolnośląskie",1.00631906813567
3.16666666666667,5,"dolnośląskie",0.815859866591754
4.66666666666667,7,"dolnośląskie",2.15995855309741
5,6,"dolnośląskie",1.24936402957598
3.5,6,"dolnośląskie",2.14961020452313
999,6,"dolnośląskie",0.546607606806956
4.16666666666667,1,"dolnośląskie",0.555022840484123
3,7,"dolnośląskie",0.688091508025873
3.66666666666667,4,"dolnośląskie",0.765015649526944
3.5,3,"dolnośląskie",0.765954434936151
5,1,"kujawsko-pomorskie",0.746183048343272
3.33333333333333,6,"kujawsko-pomorskie",0.892662095560734
3.33333333333333,5,"kujawsko-pomorskie",0.941682798481862
3.83333333333333,4,"kujawsko-pomorskie",0.778208728835604
4,1,"kujawsko-pomorskie",0.907124305469037
3.66666666666667,1,"kujawsko-pomorskie",0.85732368420306
3.66666666666667,5,"kujawsko-pomorskie",0.867074734788598
5,2,"kujawsko-pomorskie",0.791216372959406
3,6,"kujawsko-pomorskie",0.746183048343272
4.33333333333333,4,"kujawsko-pomorskie",1.50660651090871
1.83333333333333,2,"kujawsko-pomorskie",0.892662095560734
2.75,4,"kujawsko-pomorskie",1.82424715986621
1.83333333333333,2,"kujawsko-pomorskie",0.842824160077549
3.25,999,"kujawsko-pomorskie",1.05566324232466
1.66666666666667,7,"kujawsko-pomorskie",1.27705635076935
3.33333333333333,5,"kujawsko-pomorskie",0.809181678679964
2.66666666666667,7,"kujawsko-pomorskie",0.778208728835604
1.83333333333333,3,"kujawsko-pomorskie",0.85732368420306
1,2,"łódzkie",0.539578679774244
4,1,"łódzkie",0.78509643175571
999,6,"łódzkie",0.890134176955416
5,2,"łódzkie",1.66658506306526
5,6,"łódzkie",1.85266410950503
999,4,"łódzkie",0.862348513818421
999,1,"łódzkie",0.81745767544002
999,5,"łódzkie",1.74721681708369
2,1,"łódzkie",0.771818454181027
4.83333333333333,7,"łódzkie",0.830701482421587
3,2,"łódzkie",0.712646702088859
5,3,"łódzkie",1.37967889791109
4.6,2,"łódzkie",0.78509643175571
5,1,"łódzkie",0.794025982124649
3.4,5,"kujawsko-pomorskie",1.00645880880706
2.16666666666667,4,"kujawsko-pomorskie",1.17461276974863
3,4,"kujawsko-pomorskie",1.16898520695872
2,4,"kujawsko-pomorskie",0.578516094031611
3.66666666666667,3,"kujawsko-pomorskie",0.65852367381607
2.33333333333333,2,"mazowieckie",1.27707036041852
3,4,"mazowieckie",0.946857953416285
1.6,3,"mazowieckie",1.68535308237086
1,2,"mazowieckie",0.803504950825451
1,3,"mazowieckie",2.16231980118566
3.5,5,"małopolskie",1.2288616249309
3.83333333333333,6,"małopolskie",1.24283848348283
2.66666666666667,4,"małopolskie",1.20404310596586
3.83333333333333,5,"małopolskie",2.85218373602164
4,5,"małopolskie",1.27951462612943
3.83333333333333,5,"małopolskie",1.15985634230006
3,4,"małopolskie",2.439529180519
3.83333333333333,4,"małopolskie",1.92635905188816
4,3,"małopolskie",0.912216316758785
3.5,7,"małopolskie",1.07764166566369
5,5,"małopolskie",1.10864864311259
4,5,"małopolskie",1.2288616249309
3.33333333333333,4,"małopolskie",1.15985634230006
4.83333333333333,3,"małopolskie",1.77335451418573
4.66666666666667,4,"małopolskie",1.14136484583735
4.83333333333333,4,"małopolskie",0.995023862034589
4.66666666666667,5,"małopolskie",1.2288616249309
4.5,5,"małopolskie",1.24283848348283
4.66666666666667,4,"małopolskie",1.07764166566369
4,4,"małopolskie",0.813723903178254
999,5,"małopolskie",1.92635905188816
999,5,"małopolskie",0.910046241967918
999,7,"małopolskie",0.813723903178254
999,7,"małopolskie",0.954075572575737
999,4,"małopolskie",1.92635905188816
999,7,"małopolskie",1.15985634230006
4,7,"małopolskie",1.27951462612943
4.83333333333333,5,"małopolskie",1.11546066051037
2.16666666666667,2,"małopolskie",1.20404310596586
4,6,"małopolskie",1.2288616249309
4.5,7,"małopolskie",1.63285439380718
5,3,"małopolskie",1.1301966897455
4.75,7,"małopolskie",1.07784769540237
4,5,"małopolskie",1.00816883544305
4.16666666666667,1,"małopolskie",1.07784769540237
4.66666666666667,7,"małopolskie",0.747287480087266
4.5,2,"małopolskie",1.1301966897455
4.83333333333333,6,"małopolskie",1.20830941660505
4.5,2,"małopolskie",1.1301966897455
5,1,"małopolskie",1.20830941660505
4.25,5,"małopolskie",0.837738488426619
999,6,"małopolskie",1.14921413190939
999,5,"małopolskie",1.83570889558832
999,5,"małopolskie",1.20830941660505
999,4,"małopolskie",0.747287480087266
999,4,"małopolskie",1.1301966897455
3.75,5,"małopolskie",1.09877570661022
3.5,4,"małopolskie",1.07029105630483
4,5,"małopolskie",1.43078269589101
4.33333333333333,5,"małopolskie",1.22778618016796
999,5,"małopolskie",0.950300767501844
4,5,"małopolskie",2.00084482830946
5,4,"małopolskie",1.56295836656053
3.75,5,"małopolskie",1.11319541645022
3.33333333333333,7,"małopolskie",1.32920133381458
5,6,"małopolskie",1.21352985815346
5,7,"małopolskie",1.19983812866855
1,7,"małopolskie",2.38953400090731
1,5,"małopolskie",0.971449322367356
1.25,2,"małopolskie",1.39963440472649
1,7,"małopolskie",1.19983812866855
5,4,"małopolskie",1.18963749211816
4,1,"małopolskie",0.902479278462224
5,7,"małopolskie",1.21352985815346
4,4,"małopolskie",1.11319541645022
4,5,"mazowieckie",1.57164268457408
5,5,"mazowieckie",0.778393774877925
3.83333333333333,5,"mazowieckie",0.879206624939666
4.33333333333333,5,"mazowieckie",0.663886215002156
3.83333333333333,6,"mazowieckie",0.982332726367025
3.8,3,"mazowieckie",0.931195930806384
3.83333333333333,5,"mazowieckie",0.904504032102965
4.16666666666667,5,"mazowieckie",1.31720183322413
3.66666666666667,5,"mazowieckie",0.910061696599583
3.16666666666667,5,"mazowieckie",0.844111887596773
3.83333333333333,5,"mazowieckie",0.548289352468087
4.16666666666667,3,"mazowieckie",1.89846798885791
3.66666666666667,6,"mazowieckie",1.31720183322413
4.16666666666667,6,"mazowieckie",0.904504032102965
3.16666666666667,5,"mazowieckie",0.879206624939666
2.83333333333333,4,"mazowieckie",1.25766350960833
3,5,"mazowieckie",1.29560318358899
3.33333333333333,4,"mazowieckie",1.38092809266984
3.5,5,"mazowieckie",0.730890488203469
3.33333333333333,4,"mazowieckie",1.21550018185836
5,2,"mazowieckie",0.586685622342951
4.16666666666667,2,"mazowieckie",1.06670768474215
3.83333333333333,5,"mazowieckie",1.13995477745881
5,2,"mazowieckie",0.683478796764979
4,4,"mazowieckie",0.822526399471885
3.16666666666667,3,"mazowieckie",0.730890488203469
4.83333333333333,5,"mazowieckie",0.937599863148153
3.83333333333333,4,"mazowieckie",1.29560318358899
3.66666666666667,6,"mazowieckie",0.853907702185567
4,5,"mazowieckie",1.21550018185836
3.83333333333333,5,"mazowieckie",1.19322063081543
4.5,5,"mazowieckie",1.14190818742253
3.83333333333333,6,"mazowieckie",0.978902046192612
3.33333333333333,6,"mazowieckie",1.00170379265005
4.16666666666667,3,"mazowieckie",0.736298331603655
3.16666666666667,5,"mazowieckie",0.865785798124264
2.5,4,"mazowieckie",0.883174012041529
1.5,3,"mazowieckie",0.792568352943658
2.33333333333333,3,"mazowieckie",0.873209543858294
2.5,2,"mazowieckie",1.19322063081543
2.83333333333333,3,"mazowieckie",0.775314055770388
3.5,2,"mazowieckie",1.67596925619525
2.66666666666667,4,"mazowieckie",0.569489843665244
3.5,5,"mazowieckie",1.2353084503761
3.2,3,"mazowieckie",0.680120379829383
3,5,"mazowieckie",0.792568352943658
3,3,"mazowieckie",1.08444453829528
3.16666666666667,5,"mazowieckie",0.865785798124264
2.5,5,"mazowieckie",0.990072604694172
2.66666666666667,3,"mazowieckie",0.978902046192612
2.83333333333333,5,"mazowieckie",1.19322063081543
3,5,"mazowieckie",0.775314055770388
3.16666666666667,5,"mazowieckie",0.680120379829383
3.33333333333333,3,"mazowieckie",0.736298331603655
2.83333333333333,5,"mazowieckie",0.865785798124264
3,5,"świętokrzyskie",0.860480795907922
1,3,"świętokrzyskie",0.401531323697354
3,4,"świętokrzyskie",0.590880098868986
1.83333333333333,6,"świętokrzyskie",1.64635622801543
3.33333333333333,999,"świętokrzyskie",1.24315851787103
4.5,5,"świętokrzyskie",0.530321127102384
5,2,"świętokrzyskie",0.551428073172911
3.4,3,"świętokrzyskie",0.945150564321223
5,3,"świętokrzyskie",1.30020385839452
4.5,3,"świętokrzyskie",0.681947101535298
3.66666666666667,6,"świętokrzyskie",1.0266978939704
5,3,"świętokrzyskie",0.584235110262018
3.75,6,"świętokrzyskie",0.590880098868986
4,7,"świętokrzyskie",0.637237992231713
4.2,6,"świętokrzyskie",1.37867321326962
2.16666666666667,3,"świętokrzyskie",0.641722798215136
2,1,"świętokrzyskie",0.895949341675953
3,2,"świętokrzyskie",1.30020385839452
1.5,2,"świętokrzyskie",0.574354208529917
999,1,"świętokrzyskie",0.433693094154803
3.33333333333333,5,"świętokrzyskie",0.81216150648152
4,3,"świętokrzyskie",0.530321127102384
5,6,"świętokrzyskie",1.0266978939704
5,6,"świętokrzyskie",0.654950405564814
3.83333333333333,5,"świętokrzyskie",1.69372682629635
3,4,"świętokrzyskie",1.9041436967808
3.16666666666667,4,"świętokrzyskie",1.09859673577608
2.66666666666667,4,"świętokrzyskie",1.99746088169852
3,4,"świętokrzyskie",0.643996627771463
3,4,"świętokrzyskie",0.537327046638275
5,5,"świętokrzyskie",0.556351887778278
5,6,"świętokrzyskie",0.800456156401628
5,7,"świętokrzyskie",0.79662117571971
5,7,"świętokrzyskie",0.901097123563117
5,4,"świętokrzyskie",0.552440539156248
3.5,5,"podlaskie",0.70982258935961
2.33333333333333,2,"podlaskie",1.12024712069606
999,7,"podlaskie",0.679067805792557
2.75,3,"podlaskie",0.843081111386153
2.16666666666667,4,"podlaskie",0.583886442373964
2,5,"podlaskie",0.558268920385221
1.66666666666667,7,"podlaskie",1.00543361811964
2,999,"podlaskie",0.694063236223974
2.83333333333333,4,"podlaskie",0.783052479793849
1,1,"podlaskie",0.826053950534594
1,6,"podlaskie",2.03466923968288
2.2,7,"podlaskie",0.516868867875856
999,6,"podlaskie",0.85267016942376
1,999,"podlaskie",0.843081111386153
3.83333333333333,5,"podlaskie",0.718059993166469
1.4,7,"podlaskie",0.829256796023441
4,4,"podlaskie",1.02212692313833
1,4,"podlaskie",0.689005791337062
4.66666666666667,7,"podlaskie",1.01871611181495
1,6,"podlaskie",1.02544598869334
1.4,5,"podlaskie",0.710254295058348
2,3,"podlaskie",0.716160741156268
2.6,3,"podlaskie",0.729140288534573
4.66666666666667,7,"podlaskie",0.675675787936111
5,6,"podlaskie",0.784994741359943
5,5,"podlaskie",0.76346567944136
4,7,"podlaskie",1.97062953496982
4.6,7,"podlaskie",1.82510375480716
999,4,"podlaskie",1.65488295731838
5,7,"podlaskie",1.45900661739952
5,7,"podlaskie",0.76346567944136
4.83333333333333,5,"podlaskie",1.00383658560578
4.66666666666667,4,"podlaskie",0.784994741359943
5,5,"podlaskie",0.700210328253755
1,3,"kujawsko-pomorskie",0.7258381319561
1.25,3,"kujawsko-pomorskie",1.28185609563455
3,2,"kujawsko-pomorskie",0.878573240987749
1.83333333333333,3,"kujawsko-pomorskie",1.66323450615686
3,3,"kujawsko-pomorskie",0.737802746516162
4.33333333333333,7,"wielkopolskie",1.25775917802491
4.33333333333333,7,"wielkopolskie",0.929895542623531
999,7,"wielkopolskie",2.35096247129761
5,7,"wielkopolskie",1.825263170728
999,3,"wielkopolskie",0.806294779863809
2.66666666666667,4,"wielkopolskie",0.682523029448956
2.16666666666667,5,"wielkopolskie",0.680899372874103
3,5,"wielkopolskie",1.93542068376688
2.83333333333333,3,"wielkopolskie",0.834591067114171
4.16666666666667,6,"wielkopolskie",0.829494294928038
4,2,"wielkopolskie",1.00990906751196
3.33333333333333,7,"wielkopolskie",2.44786785304312
999,2,"wielkopolskie",0.774110418739132
999,3,"wielkopolskie",1.44130771588554
3,2,"wielkopolskie",0.919438014441027
2.5,3,"wielkopolskie",0.636768377306774
999,2,"wielkopolskie",0.608830705315163
999,6,"wielkopolskie",2.31120171617227
4,5,"wielkopolskie",0.853972657554908
999,1,"wielkopolskie",0.90086872288237
2.83333333333333,3,"wielkopolskie",0.603155238423434
2.66666666666667,3,"wielkopolskie",1.11469980293103
3,3,"wielkopolskie",0.806717305234931
2.5,3,"wielkopolskie",0.877878857243026
2.16666666666667,2,"wielkopolskie",0.538032291042772
2.5,1,"wielkopolskie",0.783093874895415
4.83333333333333,7,"wielkopolskie",0.756840553992039
5,5,"wielkopolskie",1.92131781398459
2.66666666666667,1,"wielkopolskie",0.522262543420044
2.5,4,"wielkopolskie",0.890090398680346
2.5,5,"wielkopolskie",0.742968019865192
999,6,"wielkopolskie",0.907966739793227
4,3,"wielkopolskie",0.756967920869854
5,5,"wielkopolskie",0.623718584892435
3.83333333333333,5,"wielkopolskie",0.726841344840391
5,5,"wielkopolskie",0.711017931610332
4,5,"wielkopolskie",0.897722546047998
2.33333333333333,2,"dolnośląskie",0.88974358044622
3,7,"dolnośląskie",0.819250580226164
3.5,3,"dolnośląskie",1.12605550042373
2.16666666666667,5,"dolnośląskie",0.735286045200102
2.66666666666667,5,"dolnośląskie",0.908083553339148
2.66666666666667,5,"dolnośląskie",0.849226984779937
3,4,"dolnośląskie",0.837970078985231
3.5,3,"dolnośląskie",1.89759078938848
3.16666666666667,3,"dolnośląskie",0.595706663766406
3.5,4,"dolnośląskie",1.10093398581899
3.33333333333333,5,"dolnośląskie",0.952016659609447
2.5,4,"dolnośląskie",0.742128863781453
2.66666666666667,999,"dolnośląskie",0.790905734053705
3,7,"dolnośląskie",0.702237322890214
1,4,"dolnośląskie",0.9072888392054
1,6,"dolnośląskie",1.05729579977236
4,6,"dolnośląskie",0.982230908529956
5,6,"dolnośląskie",0.799931007630187
4.33333333333333,7,"dolnośląskie",0.73379284834846
5,4,"dolnośląskie",0.784181708749013
3.83333333333333,2,"dolnośląskie",1.03066794395561
5,2,"dolnośląskie",0.515812940900796
5,2,"dolnośląskie",0.790905734053705
4.66666666666667,7,"dolnośląskie",0.702237322890214
5,6,"dolnośląskie",1.46999016665575
5,5,"dolnośląskie",0.717865327264866
2.83333333333333,2,"dolnośląskie",0.9072888392054
3.66666666666667,3,"dolnośląskie",0.73379284834846
3.4,3,"dolnośląskie",0.799931007630187
4,3,"dolnośląskie",0.666899000973368
3.66666666666667,6,"dolnośląskie",1.15496876005648
4,6,"dolnośląskie",0.886636256848199
3,3,"mazowieckie",0.982332726367025
999,3,"mazowieckie",0.778393774877925
3,3,"mazowieckie",0.931195930806384
3.33333333333333,2,"mazowieckie",0.614653805391449
2.16666666666667,5,"mazowieckie",0.81180191834461
2.83333333333333,5,"mazowieckie",0.844111887596773
3,5,"mazowieckie",1.3321834579521
2.83333333333333,4,"mazowieckie",1.31720183322413
3,2,"mazowieckie",0.825371067676365
5,7,"mazowieckie",1.99031856839443
1,6,"mazowieckie",1.04390705356346
999,6,"mazowieckie",1.10123340113046
5,6,"mazowieckie",0.81180191834461
3.66666666666667,6,"mazowieckie",0.844111887596773
5,3,"mazowieckie",0.807538694803857
4.83333333333333,2,"mazowieckie",1.0139843913098
4.33333333333333,3,"mazowieckie",1.31720183322413
2.83333333333333,2,"mazowieckie",0.853907702185567
3.33333333333333,3,"mazowieckie",0.879667358550714
2.33333333333333,4,"mazowieckie",0.937599863148153
2.5,3,"mazowieckie",0.730890488203469
1.66666666666667,4,"mazowieckie",0.825280338792722
1.5,5,"mazowieckie",0.586685622342951
1.83333333333333,2,"mazowieckie",1.06670768474215
2.16666666666667,2,"mazowieckie",0.879374716724682
3.16666666666667,2,"mazowieckie",0.894077914083325
1.83333333333333,3,"mazowieckie",0.609683277996265
2.83333333333333,2,"mazowieckie",0.822526399471885
5,2,"mazowieckie",0.730890488203469
3.33333333333333,3,"mazowieckie",1.25766350960833
3.66666666666667,5,"mazowieckie",0.9861415090006
2,999,"mazowieckie",0.937599863148153
4.5,6,"mazowieckie",0.867084246829967
2.83333333333333,5,"mazowieckie",0.844625266457506
1.83333333333333,6,"mazowieckie",0.803504950825451
2.5,5,"mazowieckie",0.845661744439216
2.33333333333333,5,"mazowieckie",0.867084246829967
3.5,5,"mazowieckie",0.990072604694172
3.16666666666667,3,"mazowieckie",0.792568352943658
2.5,3,"mazowieckie",2.56962429332226
3,3,"mazowieckie",1.19322063081543
3.5,3,"mazowieckie",0.775314055770388
4,7,"mazowieckie",0.873209543858294
1.16666666666667,2,"mazowieckie",1.16732088704243
3.83333333333333,3,"mazowieckie",1.27515796221426
2.83333333333333,5,"mazowieckie",1.00170379265005
3,6,"mazowieckie",1.08444453829528
2.83333333333333,5,"mazowieckie",0.883174012041529
2.83333333333333,3,"mazowieckie",1.28609190049636
4,4,"mazowieckie",1.14190818742253
4,1,"mazowieckie",1.19322063081543
4.75,2,"mazowieckie",0.569489843665244
3,4,"mazowieckie",1.2353084503761
2.33333333333333,3,"mazowieckie",0.883174012041529
2.33333333333333,2,"mazowieckie",0.736298331603655
1,7,"mazowieckie",0.792568352943658
4.33333333333333,6,"mazowieckie",0.865785798124264
4.33333333333333,7,"mazowieckie",1.00170379265005
4.16666666666667,6,"mazowieckie",0.873209543858294
3.83333333333333,6,"mazowieckie",0.775314055770388
4.33333333333333,6,"mazowieckie",0.810153335352261
999,999,"wielkopolskie",2.1340125672947
999,999,"wielkopolskie",0.740570209196348
999,7,"wielkopolskie",0.774110418739132
999,1,"wielkopolskie",0.829494294928038
999,2,"wielkopolskie",0.820165870853693
999,1,"wielkopolskie",0.848447857854136
999,1,"wielkopolskie",0.783093874895415
1,1,"wielkopolskie",0.823494511970283
999,2,"wielkopolskie",0.754314996477496
999,999,"wielkopolskie",0.904060789510139
4.33333333333333,6,"wielkopolskie",0.538032291042772
999,6,"wielkopolskie",0.978246538926193
999,4,"wielkopolskie",0.756840553992039
999,2,"wielkopolskie",0.806717305234931
3.83333333333333,5,"wielkopolskie",0.783093874895415
3.5,6,"wielkopolskie",2.11220203376895
4.66666666666667,1,"wielkopolskie",2.42736060542269
999,3,"wielkopolskie",0.868335842174154
4.75,1,"wielkopolskie",0.696695240836235
4,3,"wielkopolskie",1.17116401982857
3.83333333333333,5,"wielkopolskie",0.815128065280191
3.33333333333333,6,"wielkopolskie",0.762953483351873
4.16666666666667,5,"wielkopolskie",0.851202950197838
4.33333333333333,6,"wielkopolskie",0.962837234773163
2.83333333333333,6,"wielkopolskie",0.736870980117724
5,3,"wielkopolskie",0.775531747293934
2,5,"wielkopolskie",1.14082884786526
5,4,"wielkopolskie",1.99704038334682
3,7,"wielkopolskie",0.795177700087418
